번호,유형,문제,보기1,보기2,보기3,보기4,정답,해설,해석,힌트
1,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The appellate court reversed the initial judgment, ruling that the non-disclosure agreement was ______ from its inception because the signing party completely lacked the requisite legal capacity under statutory law.",valid,enforceable,void,registered,3,법률행위 능력이 없는 자가 체결한 계약은 처음부터 효력이 없는 무효(void)가 됩니다.
2,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Under the provisions of the Constitution, no citizen shall be deprived of life, liberty, or property without ______ process of law, which serves as a fundamental safeguard against arbitrary state intervention.",fair,due,judicial,formal,2,적법절차는 영어로 due process of law입니다.
3,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. During the intense cross-examination, the defense attorney strongly objected to the line of questioning, arguing that the prosecutor's inquiries were highly ______ and designed to prejudice the jury.",relevant,confidential,misleading,constitutional,3,배심원에게 선입견을 주거나 오해를 유발하는 질문은 misleading입니다.
4,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Despite the extensive circumstantial clues presented by the prosecution, the criminal defendant was ultimately found not guilty due to a lack of concrete, admissible ______ to prove guilt beyond a reasonable doubt.",punishment,evidence,authority,jurisdiction,2,유죄 입증에 필요한 것은 증거(evidence)입니다.
5,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Finding the defendant liable for the extensive breach of contract, the civil court ordered the corporation to fully ______ the damaged property to its original condition before the incident occurred.",restore,ignore,deny,suspend,1,restore는 원상회복하다라는 뜻입니다.
6,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The legislative body issued a stern warning that any corporate entity that intentionally violates the revised anti-monopoly regulations shall be subject to severe criminal ______ and administrative fines.",benefits,licenses,penalties,permissions,3,criminal penalties는 형사처벌을 뜻합니다.
7,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The Supreme Court reaffirmed that the Constitution guarantees not only freedom of speech but also freedom of ______, thereby protecting symbolic acts and artistic displays from state censorship.",punishment,expression,litigation,testimony,2,freedom of expression은 표현의 자유입니다.
8,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The suspect filed a motion to suppress his initial statements, claiming with absolute certainty that his confession had been obtained by physical and psychological ______ during an unrecorded overnight interrogation.",consent,evidence,coercion,negotiation,3,강압에 의한 자백에서 coercion이 적절합니다.
9,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. In a landmark civil rights ruling, the constitutional court emphasized that all citizens, regardless of their socio-economic status or political affiliation, must stand completely equal before the ______.",jury,legislation,law,constitutionality,3,equal before the law는 법 앞의 평등입니다.
10,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Recognizing probable cause that illegal documents and stolen assets were being stored on the premises, the police officers obtained a comprehensive search ______ signed by the local magistrate.",jury,court,warrant,attorney,3,수색영장은 search warrant입니다.
11,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Fearing that his words might be misinterpreted by the media or used by prosecutors, the defense lawyer firmly advised his client not to make any further public ______ without legal counsel present.",testimonies,statutes,statements,precedents,3,공식 발언이나 진술은 statements가 자연스럽습니다.
12,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Under the strictly enforced exclusionary rule, critical physical evidence was barred from the trial because investigators had obtained it ______ without a proper warrant or urgent necessity.",legally,properly,unlawfully,carefully,3,위법하게 수집된 증거이므로 unlawfully가 맞습니다.
13,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The presiding judge immediately dismissed the high-profile civil lawsuit on procedural grounds, citing a complete lack of subject-matter ______ over crimes committed entirely outside national borders.",jurisdiction,investigation,punishment,consent,1,lack of jurisdiction은 관할권 부족입니다.
14,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. After a lengthy hearing regarding the suspect's flight risk, the judge ruled that the defendant could be released on ______ until the next formal trial date, provided he surrendered his passport.",appeal,bail,probation,parole,2,released on bail은 보석으로 석방되다입니다.
15,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The lease agreement explicitly states that the contract shall remain fully in effect for three years unless it is terminated earlier by mutual ______ of both the landlord and the tenant.",litigation,consent,penalty,testimony,2,mutual consent는 상호 동의입니다.
16,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] The defendant showed sincere remorse for his actions and offered full financial compensation. The court considered several mitigating factors before reaching its final decision on the sentencing. ( [1] ) Therefore, the defendant received a significantly reduced prison term instead of the maximum penalty. ( [2] ) The victim's family, however, expressed deep dissatisfaction with this lenient outcome. ( [3] ) They argued that the emotional trauma could not be easily compensated by money. ( [4] )",[1],[2],[3],[4],1,감형 원인이 되는 반성과 보상 내용이므로 Therefore 앞인 [1]이 적절합니다.
17,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] He spoke clearly and consistently throughout the entire cross-examination. The key witness testified under oath during the high-profile murder trial. ( [1] ) As a result, the jury found his comprehensive statements highly credible and trustworthy. ( [2] ) This development dealt a severe blow to the defense team's strategy. ( [3] ) They had initially planned to destroy his credibility by pointing out historical contradictions. ( [4] )",[1],[2],[3],[4],1,일관된 증언이 있었기 때문에 배심원단이 신뢰했다는 흐름입니다.
18,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Several official warnings from environmental agencies had been completely ignored. The chemical company violated hazardous waste disposal regulations for nearly a decade. ( [1] ) Eventually, the federal government stepped in and imposed heavy financial fines along with an injunction. ( [2] ) The corporate executives claimed they were unaware of the severe environmental damage. ( [3] ) However, internal emails proved that they prioritized profit over public safety. ( [4] )",[1],[2],[3],[4],1,경고를 무시했다는 내용이 정부 개입과 벌금 부과의 원인입니다.
19,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Strong physical evidence linking him to the crime scene was discovered by forensics. The primary suspect vehemently denied all criminal accusations during the intense police questioning. ( [1] ) Nevertheless, the prosecution continued the investigation with absolute confidence. ( [2] ) They felt that a confession was no longer a prerequisite for obtaining a conviction. ( [3] ) The trial was scheduled to begin early next month. ( [4] )",[1],[2],[3],[4],1,피의자의 부인에도 검찰이 확신을 가진 이유가 물증 발견입니다.
20,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Some crucial statements contained major contradictions regarding the timeline. The presiding judge carefully reviewed the pile of conflicting witness testimonies. ( [1] ) Consequently, the trial lasted much longer than originally expected by both parties. ( [2] ) Legal experts noted that analyzing such complex data required profound patience. ( [3] ) A final verdict was unlikely to be reached before the end of this semester. ( [4] )",[1],[2],[3],[4],1,증언 모순 때문에 재판이 길어졌다는 인과관계입니다.
21,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Cybercrime cases targeting financial institutions had sharply increased over the past year. The government introduced stricter cybersecurity laws to protect sensitive infrastructure. ( [1] ) Many online companies were subsequently required to strengthen their data encryption protocols. ( [2] ) Failure to comply with these updated statutes would result in immediate license revocation. ( [3] ) The public generally welcomed this proactive intervention by the state. ( [4] )",[1],[2],[3],[4],1,엄격한 보안법 도입의 배경이 되는 문장이므로 [1]이 자연스럽습니다.
22,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Several complex clauses were extremely difficult for a layperson to interpret. The commercial contract was written in highly technical legal language. ( [1] ) Therefore, both corporate parties decided to hire independent legal experts to review it. ( [2] ) They wanted to avoid any potential litigation that might arise from ambiguous terminology. ( [3] ) This preventative measure saved them substantial amounts of money in the long run. ( [4] )",[1],[2],[3],[4],1,전문적 법률 문구 때문에 전문가를 고용했다는 흐름입니다.
23,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] No valid explanation or medical certificate was provided to justify his absence. The criminal defendant failed to appear in court on the scheduled hearing date. ( [1] ) The judge, visibly angered by this disrespect for judicial authority, issued an arrest warrant shortly afterward. ( [2] ) Bail was also revoked immediately, meaning he would remain detained until the final verdict. ( [3] ) His defense attorney tried to file a motion for postponement, but it was denied. ( [4] )",[1],[2],[3],[4],1,불출석에 정당한 사유가 없었으므로 영장 발부로 이어집니다.
24,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] She feared severe retaliation from the suspect's criminal associates. The eyewitness initially refused to cooperate with the police investigators. ( [1] ) Eventually, however, she agreed to testify in court after receiving full police protection. ( [2] ) Her critical testimony provided the missing piece of information needed by the prosecution. ( [3] ) The gang members were subsequently indicted on multiple counts of conspiracy. ( [4] )",[1],[2],[3],[4],1,협조 거부의 원인이 보복 두려움이므로 [1]이 적절합니다.
25,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Public safety and national security must also be protected under extreme circumstances. The constitutional court recognized the fundamental importance of absolute freedom of expression. ( [1] ) However, it also noted that certain legal restrictions may be completely justified. ( [2] ) This balanced approach ensures that individual rights do not infringe upon collective well-being. ( [3] ) The controversial censorship law was thus partially upheld as constitutional. ( [4] )",[1],[2],[3],[4],2,표현의 자유 제한이 정당화될 수 있는 공익적 이유가 이어집니다.
26,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Neither the presiding judge (1) nor the defense lawyers (2) was aware of (3) the missing confidential document during the trial yesterday (4).",1,2,3,4,3,Neither A nor B에서는 가까운 주어인 defense lawyers에 맞춰 were aware가 되어야 합니다.
27,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The critical physical evidence (1) collected by the digital forensic police (2) were presented (3) to the grand jury in court yesterday (4).",1,2,3,4,3,evidence는 불가산명사이므로 was presented가 맞습니다.
28,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Had the corporate defendant (1) confessed his financial crimes earlier (2), the lengthy trial would finish (3) much sooner without causing massive public outcry (4).",1,2,3,4,3,가정법 과거완료이므로 would have finished가 맞습니다.
29,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The defense lawyer suggested that the key witness (1) explains (2) the traffic incident more clearly (3) before the jury reaches a final verdict (4).",1,2,3,4,2,suggest that절에서는 동사원형 explain이 와야 합니다.
30,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. No sooner (1) had the landmark verdict been announced (2) when the furious crowd started cheering (3) loudly outside the courthouse (4).",1,2,3,4,3,No sooner 다음에는 than이 와야 합니다.
31,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The corporate suspect completely denied (1) to steal (2) any confidential financial documents (3) from his former employer's secure server (4).",1,2,3,4,2,deny는 동명사를 목적어로 취하므로 stealing이 맞습니다.
32,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The presiding judge ordered that the illegal computer files (1) was removed (2) immediately (3) from the central database to prevent further data leaks (4).",1,2,3,4,2,order that절에서는 be removed가 맞습니다.
33,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Every citizen (1) are entitled (2) to equal protection under the constitutional law (3) in modern democratic societies (4).",1,2,3,4,2,Every citizen은 단수이므로 is entitled가 맞습니다.
34,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The nervous witness spoke (1) so quietly (2) that nobody in the gallery could hardly (3) hear her crucial testimony regarding the armed robbery (4).",1,2,3,4,3,nobody와 hardly가 함께 쓰여 이중부정이 되므로 could hear가 자연스럽습니다.
35,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. If the manufacturing company complied (1) with the safety regulations earlier (2), it would not have faced (3) such severe penalties last year (4).",1,2,3,4,1,과거 사실의 반대 가정이므로 had complied가 맞습니다.
36,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The prosecutor emphasized the importance of preserving evidence (1), interviewing witnesses (2), and to secure (3) the crime scene immediately (4).",1,2,3,4,3,병렬구조상 preserving, interviewing, securing이 되어야 합니다.
37,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The commercial contract (1) signed by both international parties (2) remain valid (3) unless terminated legally by mutual consent (4).",1,2,3,4,3,주어 contract가 단수이므로 remains가 맞습니다.
38,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Scarcely (1) had the high-profile trial begun (2) than the primary witness collapsed (3) on the floor of the courtroom (4).",1,2,3,4,3,Scarcely 구문에서는 than이 아니라 when 또는 before가 와야 합니다.
39,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The constitutional court found the local regulation (1) unconstitutional because (2) it violated freedom of speech (3) excessivelyly (4).",1,2,3,4,4,excessivelyly는 틀린 형태이며 excessively가 맞습니다.
40,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The corporate defendant was accused of (1) having violated (2) several complex financial laws (3) intentionallyly (4).",1,2,3,4,4,intentionallyly는 틀린 형태이며 intentionally가 맞습니다.
41,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. To strictly maintain the integrity of the judicial branch, all appointed judges are expected to remain completely ______ from external political pressure.",dependent,independent,subjective,uncertain,2,사법부 독립은 independent가 적절합니다.
42,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Dissatisfied with the trial court's rigid interpretation of the statute, the defense attorney filed a formal appeal against the court's final ______.",judgment,evidence,investigation,testimony,1,상소의 대상은 법원의 최종 판결(judgment)입니다.
43,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Because the initial written statements lacked detail, the key witness was asked to provide additional ______ regarding the suspect's movements.",punishments,testimony,legislation,jurisdiction,2,추가 증언은 additional testimony입니다.
44,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The defendant admitted to striking the victim but firmly insisted that he had acted in self-______ to protect himself from imminent bodily harm.",control,respect,defense,interest,3,self-defense는 정당방위입니다.
45,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. Under contract law, forming a legally binding agreement requires mutual consent, a lawful objective, and proper legal ______ of the entering parties.",capacity,penalty,jurisdiction,evidence,1,legal capacity는 법률행위능력입니다.
46,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] The judge carefully avoided any actions that could be perceived as political influence. The newly appointed judge strongly emphasized the absolute importance of judicial impartiality. ( [1] ) As a result of this strict adherence to principles, public confidence in the local court system increased dramatically. ( [2] ) Legal scholars praised his decisions as landmark examples of fairness. ( [3] ) Other magistrates were encouraged to follow his objective approach. ( [4] )",[1],[2],[3],[4],1,공정성을 강조한 뒤 정치적 영향 회피가 이어지고 그 결과 신뢰가 상승합니다.
47,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Several suspicious and unrecorded financial transactions were subsequently discovered. The multinational company attempted to conceal its domestic financial records during the tax audit. ( [1] ) Investigators therefore expanded the scope of their corporate investigation immediately. ( [2] ) They requested access to the firm's encrypted overseas servers. ( [3] ) The company faced the risk of having its business license suspended permanently. ( [4] )",[1],[2],[3],[4],1,수상한 거래 발견 때문에 조사 범위가 확대된 흐름입니다.
48,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Her statements frequently contradicted the testimony she had given to the police earlier. The key witness appeared visibly nervous and hesitant during the aggressive cross-examination. ( [1] ) Consequently, the jury began to seriously question her overall credibility as an eyewitness. ( [2] ) The prosecution tried to rehabilitate her image during redirect questioning. ( [3] ) However, the damage to their case had already been done. ( [4] )",[1],[2],[3],[4],1,진술 모순 때문에 신빙성이 의심받은 흐름입니다.
49,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] He could not afford to hire a private lawyer due to his extreme financial distress. The young suspect had no legal representation at first when he was detained at the police station. ( [1] ) Eventually, recognizing his constitutional rights, the court appointed an experienced public defender. ( [2] ) This legal counsel immediately advised him to invoke his right to remain silent. ( [3] ) The state's case became significantly more difficult to prosecute as a result. ( [4] )",[1],[2],[3],[4],1,변호인을 선임하지 못한 이유가 경제적 곤란입니다.
50,문장삽입형,"주어진 문장이 들어가기 가장 적절한 곳을 고르시오. [주어진 문장] Data leaks involving sensitive medical records had become increasingly common nationwide. The government drastically strengthened regulations regarding personal data protection on the internet. ( [1] ) Many online companies were forced to quickly change their internal privacy policies to comply. ( [2] ) Massive fines were introduced for corporations that failed to implement security upgrades. ( [3] ) Consumers expressed relief at these long-overdue legislative measures. ( [4] )",[1],[2],[3],[4],1,개인정보 유출 증가가 규제 강화의 원인입니다.
51,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Not only the primary defendant (1) but also his defense attorneys (2) was completely surprised (3) by the unexpected unanimous verdict (4).",1,2,3,4,3,Not only A but also B에서는 B에 수일치하여 were가 맞습니다.
52,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The police officer frankly admitted (1) that he had made (2) several procedural mistake (3) during the initial arrest of the suspect (4).",1,2,3,4,3,several 뒤에는 복수명사 mistakes가 와야 합니다.
53,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The witness explained (1) the financial incident clearly (2) so that the jury (3) could understood the complex transaction easily (4).",1,2,3,4,4,could 뒤에는 동사원형 understand가 와야 합니다.
54,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. Had the critical forensic evidence been discovered earlier (1), the serial suspect might have been arrested (2) before he flee (3) the country to escape justice (4).",1,2,3,4,3,과거 시점이므로 flee가 아니라 fled가 맞습니다.
55,어법오류찾기,"다음 중 어법상 가장 어색한 부분의 번호를 고르시오. The Supreme Court ruled that the municipal regulation (1) violates constitutional rights (2) and therefore should revised immediately (3) by the state legislature (4).",1,2,3,4,3,should 뒤에는 수동형 be revised가 와야 합니다.
56,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. After undergoing twelve consecutive hours of intense deliberation, the jury could not reach a unanimous ______ regarding the first-degree murder charge.",appeal,verdict,statute,investigation,2,배심원 평결은 verdict입니다.
57,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. To avoid irreversible ecological destruction, the civil court issued an immediate preliminary injunction to ______ further environmental damage by the chemical factory.",prevent,ignore,delay,suspend,1,prevent further damage는 추가 피해를 막다입니다.
58,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. The defense attorney argued that the electronic evidence was inadmissible, claiming the search had been conducted without a valid ______ issued by a qualified judge.",witness,contract,warrant,verdict,3,수색영장은 warrant입니다.
59,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. In any democratic nation, the written Constitution serves as the absolute supreme ______ to which all statutory legislation passed by parliament must strictly conform.",evidence,authority,law,penalty,3,supreme law는 최고법입니다.
60,빈칸추론형,"다음 빈칸에 들어갈 가장 알맞은 어휘를 고르시오. To secure a conviction for premeditated murder, the prosecutor attempted to prove beyond a reasonable doubt that the suspect acted with malicious criminal ______.",intent,benefit,equality,procedure,1,criminal intent는 범의 또는 고의입니다.
